word_id,words,definitions
1225,CON FRECUENCIA,adv. de t. Bukyaj
1226,CON PERFECCIÓN,adv. de m. Ki’ki’
1227,"CON, EN COMPAÑÍA",adv. de m. Wéet
1228,CONCEDER,v.t. Silk’a
1229,CONCERTACIÓN,sus. Ts’a t’aantanba.
1230,"CONCERTAR,, TOMAR ACUERDO","v.t. Ak kunaj, Ch’a’ t’aanil."
1231,CONCERTAR EL PRECIO,v.t. Chimtaj
1232,CONCERTARSE,v.t. K’aax t’aan
1233,CONCLUIR,"v.t. Jáawal, jaw, jepajal óol"
1234,CONCORDAR,v.t. Ketbesaj
1235,CONCHA DE MAR,sus. Xixim
1236,CONDENA,sus. Yaya xoot k’iinil
1237,CONDENACIÓN,sus. Yaya xoot k’iinil
1238,CONDENADO,sus. Aj bo’ol k’eban
1239,CONDENAR,v.t. Yaya tse’ ktaj
1240,CONDIMENTOS,sus. Xa’ak’
1241,CONEJA,sus. Ch’úupul t’u’ul
1242,CONEJO,sus. Xiibil t’u’ul
1243,CONFEDERARSE,v.t. K’aax t’aan
1244,CONFESAR,"v.t. A’al k’eban, p’aa chi’"
1245,CONFIANZA,sus. Alab óol
1246,CONFIAR,v.t. Alab óoltaj
1247,CONFIAR EN OTRO,v.t. Alkunaj óol
1248,CONFIDENTE,sus. Nup t’aan
1249,CONFIRMAR,v.t. Jaajkuntik
1250,CONFORTAR,v.t. Kuxkintaj óol
1251,CONFUNDIR,v.t. Lam.
1252,CONFUNDIRSE,v.i. Lamal.
1253,"CONFUSIÓN, DESCONCIERTO",sus. Jub t’aan
1254,CONGREGARSE,v.i. Bantal
1255,CONGRUENCIA,sus. Najil
1256,"CONJUNTO,EJÉRCITO, REBAÑO, ENJAMBRE","sus. Molkab, Molkabil."
1257,"CONJURO, HECHIZO, ENCANTAMIENTO",sus. Ku
1258,CONCIENCIA,sus.Sajak puksi’ik’il
1259,CONMIGO,pron. Tin wéetele’
1260,CONO,sus. Wóolis p’ich
1261,CONOCER,"v.t. K’a óol, k’ajóol, ojelt, ojel"
1262,CONOCIMIENTO,"sus. K’aj óolal, k’ajóolo, yits’atil."
1263,COMPLACENCIA,sus. Núukbesaj.
1264,CON QUE,prep. Likil
1265,CONQUISTA,sus. Baksajil.
1266,CONSAGRADO,adj. K’uyenkunsa’ab
1267,CONSAGRAR,v.t. K’uyenkunsaj
1268,CONSEJERO,sus. Aj otlom kabal
1269,CONSEJO,"sus. A’almajxikin, molay aj kano’ob"
1270,CONSIDERACIÓN,sus. Tumut
1271,CONSIDERAR,v.i. Mana óol
1272,CONSIDERAR,v.t. Nen óol
1273,CONSOLAR,"v.t. Baytaj, kuxkintaj óol"
1274,CONSOLARSE,v.i. Toj jal óol
1275,CONSOLIDAR,v.t. Táak muk’ pajak
1276,CONSTANTE,adj. K’uchpaja’an yóol
1277,CONSTANTEMENTE,adv. de t. Jun tiich’
1278,CONSTELACIÓN,sus. Tsool eek’o’ob CONSTELACIÓN DE TRES ESTRELLAS QUE ESTÁN EN
1279,EL SIGNO GÉMINIS,sus. Áak eek’
1280,CONSTRUIR,"v.t. Meent, beet."
1281,CONSUEGRO,sus. Jachil
1282,CONSULTAR,v.t. K’áat chi’.
1283,CONTAGIO,"sus. Taak’, paak’."
1284,CONTAGIOSO,adj. Paak’be’en.
1285,CONTAR CUENTOS,v.t. Tsikbal.
1286,CONTAR,v.t. Bak’ xook.
1287,CONTAR MENTIRAS O CHISMES,v.t. Líik’saj t’aan 
1288,CONTAR NÚMEROS,v.t. Xook.
1289,CONTEMPLAR,"v.t. Cha’ant, nen óol"
1290,CONTENER ALGUNA COSA,v.t. Balinaj
1291,CONTENTO,"sus. Ki’ ki’ óolal, ki’imak óol."
1292,CONTERRÁNEO,sus. Et kaajal
1293,CONTESTAR,"v.t. Núuk, núuk t’aan."
1294,CONTESTAR MAL,v.t. Núunuuka.
1295,CONTESTACIÓN,sus. Núukbesaj.
1296,CONTIENDA,sus. Ok yail
1297,CONTIGO,"pron. Ta wéetel, ta wéeteli’."
1298,CONTINUAR,"v.i. Bayjal, bayli’"
1299,CONTINUARSE,v.i. Malel k’iin
1300,CONTRA,"prep. Ta wok’ol, tu nup"
1301,CONTRACCIÓN,sus. Motsa’anil.
1302,CONTRACORRIENTE,adv. Tu nup nix.
1303,CONTRALUZ,sus. Nup sáasil.
1304,CONTROLAR,v.t. Pets’
1305,CONVENIENTE,adj. Yalpak’a
1306,CONVENCIDO,adj. Oyan óol.
1307,CONVERSACIÓN,sus. Tsikbalile’
1308,CONVERSAR,v.t. Tsikbal
1309,CONVICTO,adj. Oksaja’an óol ti’
1310,CONVIDAR,v.t. Chaybesaj
1311,CONVOCAR,"v.t. Tsabaj, molaj, t’aanaj"
1312,CÓNYUGE,sus. De la mujer : íicham ; del hombre : atan.
1313,COORDINACIÓN,sus. Tsool
1314,COPAL (PROTIUM COPAL (ENGL)),sus. Pom
1315,COPETE,sus. P’oot.
1316,COPIAR LO ESCRITO,"v.t. Joch, ts’íib, ka’a ts’íib."
1317,COQUETA,adj. X ken k’oj
1318,CORAJE,"sus. Lep’ óol, lep’óolal"
1319,CORAZÓN,sus. Puksi’ik’al
1320,CORDILLERA,sus. Bolon wits
1321,CORMORÁN,sus. Bich’
1322,CORNEAR,v. K’óoch
1323,CORNETA,sus. Jom
1324,CORNIZUELO ( ACACIA CORNIGA (WILLD)),sus. Su
1325,CORO,sus.Múuch’ k’aay.
1326,CORONA,"sus. K’aax jo’ol, nak, pet jo’ol"
1327,CORONA DE CLÉRIGO,sus. Pet
1328,CORONILLA,sus. Suy jo’ol
1329,COROZO (ATTALEA COHUNE (MART),"sus. Ch’unkuy, muklil"
1330,"COSA CLARA, MANIFIESTA, PATENTE",sus. Ma’ mop
1331,CORPIÑO,sus.Láat’ab iimo’ob
1332,CORRAL,sus. Pak’ tuunil wakax
1333,CORRECCIÓN,sus. Xoot óol
1334,CORRECTAMENTE,Adv de m. Tu beel.
1335,CORREO,sus. Mukul tuchiil ts’íib
1336,CORREOSO,adj. Ts’u’uy
1337,CORRER,v.i. Áalkab
1338,"CORRESPONDE, SER DE SU INCUMBENCIA",sus. Lay
1339,"COSA COLMADA, QUE POR ESTAR MUY LLENA SE DE",
1340,RRAMA,sus. Tutul nak
1341,COSA CONCERTADA,"adj. Keta’an, ketbesaj."
1342,COSA CURVA Y VUELTA COMO GARFIO,sus. Pakax ye
1343,COSA DADA A DIOS Y CONSAGRADA,sus. K’uya’an
1344,COSA DIBUJADA,sus. Ts’íiben ts’íib
1345,COSA DIFÍCIL,"sus. Talam, toop."
1346,COSA DIGNA DE SER CONSIDERADA,sus. u t’aanul. Lumtabe’en.
1347,CORRIDA DE TOROS,sus. Paywakaxil
1348,CORRILLO,sus. Múuch tsil
1349,CORTAR CON CUCHILLO O SERRUCHO,v.t. Xoot
1350,"CORTAR, DIVIDIR, PARTIR",v.t. Xoot’.
1351,CORTAR CON GOLPE DE HACHA O MACHETE,v.t. Ch’áak Ch’áach’áak. Ch’áach’áakbil
1352,CORTAR EN PEDAZOS CON HACHA O MACHETE,v.t.
1353,CORTADO EN PEDAZOS CON HACHA O MACHETE,adj.
1354,CORTAR CON TIJERAS,v.t. K’oos.
1355,CORTAR O MAL CORTAR REPETIDAMENTE CON TIJE,
1356,RAS,v.t. K’óok’oos.
1357,CORTE DE CAÑA DE AZÚCAR,v.t. Paak sak’ab.
1358,CORTÉS,adj. Uts
1359,CORTESÍA HECHA INCLINANDO LA CABEZA,sus. Chíin pool
1360,"CORCHAR, HILAR",v.t. Jaax.
1361,CORTEZA,sus. Sóol
1362,CORTO,adj. Kóom
1363,CORVA DE HIERRO,sus. Loch máaskab
1364,CORVA DE MADERA,sus. Loch che’
1365,COSA,sus. Ba’al
1366,COSA ARDIENDO,adj. T’aba’an
1367,"COSA ARRASTRADA, HOLLADA, MUY SUCIA",adj. Ki’irits’.
1368,COSA ASENTADA,sus. Ets’a’an
1369,COSA BUENA Y VIRTUOSA,sus. Tibil
1370,COSA CARA,sus. Ko’oj u tojol
1371,COSA CLARA Y MANIFIESTA,sus. Ajajbil
1372,COSA DIVINA,"sus. K’uyen, k’ul."
1373,COSA ENCENDIDA,adj. T’aba’an
1374,COSA ENREDADA (COMO LOS CABELLOS),sus. Tsu’uy
1375,COSA EXTRAÑA E INCREÍBLE,adj. Maktsil
1376,COSA FALSA,sus.Ba’al ma’ jaaji’
1377,"COSA FIJA, QUE NO SE MENEA",sus. Babanki
1378,COSA FIRME,sus. Ets’a’an
1379,COSA FIJA,sus. Ets’a’an
1380,COSA GORDA,sus. Nuk
1381,COSA GRUESA,"sus. Nuk, piim."
1382,COSA HARTA,adj. P’up’ulki
1383,COSA HINCHADA,adj. Chup
1384,COSA HONRADA,adj. Tilis
1385,COSA ILUSTRE,adj. Tilis
1386,COSA HECHA DE CORAZÓN,sus. Olbil
1387,COSA HORRIBLE QUE CAUSA PAVOR,sus. Tibibt
1388,COSA HUECA,sus. Ma’ba’l
1389,COSA HUNDIDA EN EL HORIZONTE,adj. Lam
1390,COSA INFINITA,adj. Cheket
1391,COSA INNUMERABLE,adj. Cheket
1392,COSA LABRADA,sus. Winkilis
1393,COSA LADEADA,sus. Tsela’an
1394,COSA LARGA Y FRÁGIL,sus. K’ajlakum
1395,"COSA LEJANA, QUE ESTÁ MUY APARTADA",adj. Lam
1396,COSA LLAMADA,sus. Paybil
1397,COSA MARAVILLOSA,adj. Maktsil
1398,COSA MELLADA,adj. P’eja’an
1399,COSA PINTADA,"sus. Ts’íiben ts’íib, winkilis"
1400,COSA PROVECHOSA Y NECESARIA,sus. Ma’kenlik
1401,COSA QUE ANDA ACOMPAÑADA,sus. Lak’alak
1402,COSA QUE ES LLAMADA,adj. Paya’an
1403,COSA QUE ESTÁ OFRECIDA,adj. Siibil
1404,COSA QUE SE ESCONDE,sus. Balaknak
1405,COSA QUE SE HA TROCADO POR OTRA,sus. K’exa’an
1406,COSA QUE SE RECIBE,sus. K’ambe’en
1407,COSA REAL,adj. Ajawiil
1408,COSA REPLETA,adj. P’up’ulki
1409,COSA RESPETABLE Y HONESTA,adj. Talan
1410,COSA SAGRADA,"sus. K’ul, k’uyen"
1411,COSA SOLEMNE,adj. Tilis
1412,COSA TERRIBLE,sus. Tibantsil
1413,COSA UNIVERSAL QUE LO COMPRENDE TODO,sus. Yuk’
1414,COSA VACÍA,sus. Ma’ba’l
1415,COSA VENERABLE,adj. Tilis
1416,COSA VOLUNTARIA,sus. Olbil
1417,COSECHAR ELOTES,v.t. Jooch.
1418,COSECHAR FRUTOS,"v.t. T’ook, éemsaj."
1419,COSER,v.t. Chuuy
1420,COSMOS,sus. Balkaaj
1421,COSMOGONÍA,sus. Tsikbal yóok’ol balkaaj.
1422,COSTA,"sus. Jáal ja’, chi’"
1423,COSTADO,adv. de l. Tséel.
1424,COSTADO,"sus. Tsel, tselil"
1425,COSTAL,"sus. Ba’al, mukuk, nasa."
1426,COSTEAR,v.t. Tojolt
1427,COSTILLA,sus. Ch’ala’at
1428,COSTO,sus. Tojol
1429,COSTUMBRE,"sus.Suuk, suukil, suukbe’en."
1430,COSTURA,sus. Chuuy
1431,"COSTURAR, COSER, BORDAR",v.t. Chuuy
1432,COXIS,"sus. K’uul, bobox"
1433,CRÁNEO,sus. Tséek’
1434,"CREADOR, DIOS",sus. Aj Síijsajul.
1435,CREADOS,adj. J síijsa’ab
1436,CRECER EL HOMBRE,v.i. Ch’iil
1437,CRECER,"v.i. Nojochtal, ch’íijil"
1438,CRECIDO,adj. Ch’íija’an 
1439,CREENCIA,"sus. Ok óolal, oka’an óolal"
1440,CREER,"v.i. Tuukul, oksaj óoltik."
1441,CREER,v.t. Oksaj óol.
1442,CREENCIA,"sus.Oksaj óol, ok óoltik."
1443,CREER,v.i. Táan óolte.
1444,CREPITACIÓN,sus. Wawak’il
1445,CREPÚSCULO,sus. Okol k’iin
1446,CRESTA,sus. P’iich
1447,CRÍA DE AVES O DE CUALQUIER ANIMAL CUADRÚPE,
1448,DO,sus. Pakab
1449,CRIADO,"sus. (m) J k’oos, (f) X k’oos."
1450,"CRIAR, ALIMENTAR","v.t. Tséem, tséent"
1451,CRISTAL DE ROCA,sus. Nenus.
1452,CROAR,v.i. Awat muuch
1453,CRUCIFICADO,sus. Aj simsim che’
1454,CRUCE,sus. Xa’ay
1455,CRUDO,"adj. Che’che’, ma’ tak’ani’, chéecheb."
1456,CRUEL,adj. J kalbach.
1457,CRUELDAD,sus. Tachi’achil
1458,CRUELDAD EXCESIVA,sus. Kalbach
1459,CRUJIR,"v.i. Jech’,jíirich’, wáak’ach."
1460,CRUZ,sus. K’atab che’.
1461,CRUZADO,adj. K’atakbal.
1462,CRUZAR,v.t. K’aat.
1463,CUADRADO,sus. Amayte’.
1464,"CUADRÚPEDO DEL TAMAÑO DE UN PERRO, DE CO",
1465,"LOR NEGRO, HABITA EN LAS CAVERNAS",sus. E’e muuch.
1466,CUÁL,pron. rel. ¿Máakalmáak?
1467,CUALQUIER ANIMAL,sus. indef. Na’kjal
1468,CUALQUIERA,pron. indef. Je’ máaxak Je’
1469,"CUAJAR, COAGULAR",v.i. Olmal
1470,"CUAJADO, COAGULADO",adj. Olmalja’an.
1471,CUÁNDO,"Interrogación. Ba’ax k’iin, bik’iin, bik’ix"
1472,CUANDO,"adv. Kéen, káan"
1473,CUÁNTO,"adv. de c. Bajux, bajun ¿CUÁNTOS ANIMALES O adv.¿Jaytúul? ¿CUÁNTOS OBJETOS?."
1474,CUARENTA,sus. Ka’a k’aal
1475,PERSONAS?,le ba’alo’ob
1476,CUARTA,sus. Náab
1477,"CUARTEADO, MUY CUARTEADO",adj. Xíixi’ik.
1478,CUARTO,sus. Tunk’as
1479,CUATRO,sus. Kan. Cuatro mujeres: Kantúul ko’olelo’ob. Cuatro piedras: : Kanp’éel tuunicho’ob. Cuatro velas: : Kan ts’iit kibo’ob. Cuatro árboles de ceiba : Kan kúul ya’axche’ob.
1480,CUBETA,sus. Ch’óoy
1481,"CUBRIR, TAPAR","v.t. Bal, bo’oybesaj, piix,"
1482,CUCARACHA,"sus. K’uuluch, x k’úuruch"
1483,CUCHARA,"sus. K’ab kum CUCHAREAR, COMER CON LA CUCHARA."
1484,CUCHICHEAR,v.i. X muukult’aan
1485,CUCHICHEO,v.i. Tutukchi’
1486,CUCHILLO,"sus. Xooteb, xootob"
1487,CUELLO,sus. Kaal.
1488,CUENTA,"sus. Xookil, xookul"
1489,CUENTA EN GENERAL,sus. Buk’xookil
1490,CUENTERO,"sus. Aj kansiyaan, tsikbali máak."
1491,CUENTO,"sus. Jajal t’aan, jujub kan, weyil t’aan, tsikbal, xookil, tuusil t’aan, tuus tsikbal, tsikbal tuus, popolt’aan."
1492,CUERNO,sus. Baak.
1493,CUERNO DE VENADO O DE OTRO ANIMAL,sus. Xu
1494,CUERO,sus. K’éewel
1495,CUERPO,"sus. Wíinklil, kukutil, wíinkil"
1496,CUEVA,sus. Jomlil ¡CUIDADO!.
1497,"CUIDAR, PROTEGER","v.t. Kanáant, kaláant, ka"
1498,CULEBRA,sus. Kaan CULEBRA QUE ATACA Y ENGULLE A SU VÍCTIMA COMO
1499,BOA,sus. K’aaxab yuuk
1500,CULEBRA QUE TRAGA A OTRAS,sus. Tsel kaan.
1501,CULEBREAR,v.i. Bik’chalák
1502,CULPA,"sus. Si’ipil, k’ochil."
1503,CULPABLE,sus. Aj k’ocha’n
1504,CULPADO,sus. Aj k’ocha’n
1505,CULPAR,v.t. K’óochbesaj.
1506,"CULTO, VENERACIÓN",sus. K’áat óolal.
1507,CULTURA,sus. Miatsil
1508,"CULTO, SABIO, DOCTO","adj. Aj miats, j miats."
1509,CUMBRE DE UNA ALTURA,sus. Ni’
1510,CUMPLEAÑOS,sus. K’iin k’aaba’
1511,CUMPLIR,"v.i. Bojol t’aan, chukbesaj"
1512,CUMPLIRSE EL PLAZO,v.i. Je’ep’el
1513,CUÑADA,"sus. Muil, mu’il, múu, x"
1514,CUÑADO,sus. Baal.
1515,"CURA, MEDICAMENTO",sus. Ts’aak.
1516,CURANDERA,"sus. Ix ts’aak, x ts’aak"
1517,CURANDERO,"sus. Aj ts’aak, j ts’aak"
1518,CURAR,v.t. Ts’aak
1519,"CURIOSIDAD, MAÑA, INGENIO NATURAL",sus. Its’atil
1520,CURSO,"sus. Belili’, beelil"
1521,CURVA,sus. Ka’lop.
1522,CURVA O VUELTA,sus. Wats’
1523,"CURVEADO, MUY CURVEADO",adj.K’éek’eech.
1524,CURVEAR,v.i. P’uum.
1525,CHACHALACA (ORTALIS),"sus. Baach, koba’"
1526,CHAPARRO,". sus. Aj kaabaj, j kiis lu’um."
1527,CHAPEAR,v.t. Jaran ch’áak.
1528,CHAPOTEAR,"v.t. Bok’ol ja’, bok’ol naktik."
1529,CHARAL,sus. Tsak’.
1530,CHARCO,"sus. Chulub, temanja’, ja’akakbal. CHAYA (EUPHORBIACEAE (CNIDOS COLUS CHAYAMANSA (MC"
1531,VAUGH)),. sus. Chay. CHAYOTE (SECHIUM EDULE (JACQ) SWARTZ) .
1532,CHICLE,"sus. Sikte’, cha’"
1533,CHICO,"adj. Chichan, chan, mejen."
1534,CHIFLAR,v.i. Xuuxub
1535,CHILE (CAPSICUM ANNUUM CASPSICUM SPP),sus. Iik
1536,CHILE ROJO QUE SE SECA AL SOL,sus. Chak iik
1537,CHILLAR,v.i. Awat
1538,CHINCHE,sus. Kisil
1539,CHISME,"sus. A’al t’aan, líik’saj t’aan, tak"
1540,CHISMOSO,"sus. (m) Aj a’al t’aan, (f ) Ix a’al t’aan. t’aan."
1541,CHISPA,"sus. Tip’ix k’áak’, p’ilis, xikin k’áak’"
1542,CHISPAS DEL HERRERO,sus. P’ilis k’áak’
1543,CHISPORROTEAR,v.i. Tip’ix.
1544,CHISTE,"sus. Báaxal t’aan, che’ej t’aan."
1545,CHOCOLATE,sus. Chukwa’
1546,"CHORREAR, MANAR",v.i. Chooj.
1547,"CHUPAFLOR, COLIBRÍ",sus. Ts’unu’un
1548,CHUPAR,v.t. Chu’uch
1549,DADOS,sus. Baakil buul
1550,DAMA,"sus. Xunáan, ko’olel"
1551,DAÑADO,adj. Loobkinan
1552,"DAÑAR, HERIR",v.t. Loob
1553,DAÑO,sus. Loob
1554,DAÑO MUY GRANDE,sus. Noj loob.
1555,DAR,"v.t. Tich’, ts’áaj, ts’ik."
1556,"DAR DE COMER, MANTENER",v.t. Tséen.
1557,DAR EJEMPLO,v.t. Joch jaban
1558,DAR EL PASO,v.t. Xáak’abt
1559,DAR FRUTOS,v.i. Iichankil.
1560,DAR LIMOSNA,v.t. Ts’áaj yatsil.
1561,DAR NOTICIA,v.t. Num chi’
1562,DAR ORDEN,v.t. Ts’áaj u tumutil
1563,DAR PRINCIPIO,v.i. Belbesaj
1564,DAR REVUELCOS Y RODAR,v.i. Kukchalankil.
1565,DAR SOMBRA,v.t. Bo’oybesaj
1566,DAR SU BENEPLÁCITO,v.t. Ts’áaj óol
1567,DAR SU CONSENTIMIENTO,"v.t. Ts’áaj óol, éeje"
1568,DAR TESTIMONIO,v.t. Jalkunaj
1569,DARDO,sus. Juul
1570,DE (para interrogar),Tu ba
1571,DE,prep. Ti’
1572,DE ABDOMEN PROMINENTE,"sus., adj. P’urux nil. nak’."
1573,DE ALGUNA PARTE,adv. de l. Lik’ul
1574,DE ANTES,adv. de t. Ka’ach
1575,DEBAJO,prep. Yáanal.
1576,DEBAJO,adv. de l. Yáanal.
1577,"DEBER, OBLIGACIÓN",sus. Unaj.
1578,"DEBER, DE DEUDA",v.t. P’aax.
1579,DEBE SER,Unaj
1580,DÉBIL,"adj. T’ona’an, ma’ muuk’il, ma’ t’a’aji’."
1581,DE CABEZA,adj. Chíinchinpool
1582,DE CADA DÍA,adv. de t. Ti’ amalk’iinil
1583,DE CAMINO,adv. de t. Jun k’uli’
1584,"DECANTAR, ESCURRIR UN LÍQUIDO","v.i. Ts’ibt,"
1585,DECENCIA,"sus. Subtal, su’tal"
1586,"DECIR, MANDAR, ORDENAR","v.t. A’alaj, a’almaj tsi’its. , a’al."
1587,DECIDIR,v.i. Tumaja’an.
1588,DE COLOR CENIZO,adj. Chukim.
1589,DE COLOR CENICIENTO,"adj. Éek’pose’en, koob."
1590,DEDO,sus. Yaal k’ab.
1591,DEDO DE LA MANO,"sus. Aal k’ab, ts’elek. (Hon"
1592,DEDO DEL PIE,sus. Aal ook
1593,DEDO ÍNDICE,sus. Tuch’ub.
1594,DEDO MEÑIQUE,sus. T’uup.
1595,DE DOS FILOS,adj. Ka’amat yeej
1596,DE ESTE TAMAÑO,adv. de c. Buka’aj
1597,DEFECAR,v.i. Ta’
1598,DEFENDER,"v.t. Tóok, bo’oybesaj"
1599,"DEFENDER, VENGAR",v.t. Tokbaj.
1600,DEFINIR,v.t. Ts’ok.
1601,DEGLUTIR,v.t. Luuk’
1602,DEGOLLAR,v.t. Xoot kaal.
1603,DEGRADAR,v.t. T’ooki
1604,DEGÜELLO,sus. Xoot kaalil DEIDAD MAYA DE LA CAZA MENCIONADA POR DIEGO
1605,DE LANDA,sus. K’u bolay.
1606,"DEJAR, ABANDONAR","v.t. Cha’, p’aat."
1607,DEJARSE VARIAS VECES,v.t. P’aap’aat.
1608,DEJAR SILENCIOSO,adj. Ch’enaj
1609,DEJAR EN LIBERTAD,"v.t. Cha’aj, cha’b,"
1610,DERRAMAR,"v.t. Week, tiix"
1611,DERRAMARSE,v.i. Wéekel.
1612,"DERRAMAR, VERTER UN LÍQUIDO A CHORROS",v.t. jáalk’ab t. Tselepk’iin. DE LAS TRES DE LA TARDE EN ADELANTE.
1613,DELANTE,"adv. de l. Bat’an, aktáan."
1614,DELANTE,prep. Táanile.
1615,DELANTERO,sus. Aktáanil.
1616,DELATAR,"v.t. Manchi’taj, tak pool,"
1617,DELGADO,"adj. Bek’ech, bi’ich, ts’ooy, ts’uuts’, pa’apchi’it. ts’oya’an."
1618,DELIBERACIÓN,sus. Xot óol
1619,DELICADO,adj. Mamayki
1620,DELICIOSO,adj. Ki’
1621,DELIRAR,"v.i. T’aant’an pool, t’aant’aan, ko’ja."
1622,DELIRIO,sus. K’aak’as waya’asbe’ene’.
1623,DELITO,"sus. Si’ipil. (Hondzonot, municipio de Tulum, Q. Roo)"
1624,DE MAÑANA,adv. de t. Ja’atskab k’iin.
1625,DEMASIADO,"adv. de c. Máanal, jach ya’ab."
1626,DEMASIADO,adj. Nóonooj.
1627,DEMENTE,sus. Choko jo’ol.
1628,DEMOLER,v.t. Juut
1629,DEMONIO,"sus. Kisin, xulub, k’aak’as ba’al."
1630,DEMORARSE,v.i. Xáantal.
1631,DESMORONAR,v.i. Báanal.
1632,DEMOSTRAR,"v.i. E’es, e’esaj"
1633,DENODADO,adj. Aj koo.
1634,DENTRO,"prep. Ich, ichil"
1635,DENUNCIAR,v.t. Manchi’taj
1636,DE OJOS ZARCOS,sus. Sak buye’en ich
1637,DE PASO,adv. de t. Jun k’uli’ DE POCO PESO.
1638,"DEPORTE, JUEGO",sus. Báaxal.
1639,DEPOSITADO,adj. K’uba’an
1640,"DEPRESIÓN, DESÁNIMO",sus. Lúubul óol.
1641,DERECHA,"sus. No’oj, x no’oj ."
1642,DERECHAMENTE,adv. de m. Juntats’
1643,DERECHO,"adj. Napul, no’oj, toj. Tóox."
1644,"DERRETIR, FUNDIR",v.i. Yiib
1645,DERRIBAR,"v.t. Jeen, juut"
1646,"DERRIBAR, DERRUMBAR, DESTRUIR",v.i. Niik.
1647,DERROTAR,"v.t. Lúubesaj, lúubsaj, lúusaj."
1648,DERROTERO,"sus. Belili’, beelil"
1649,DERRUMBADO,adj. Juutul.
1650,DERRUMBADO POR PARTES,adj. Jéejeem
1651,DERRUMBAR,"v.i. Juut, niik, jeen"
1652,DERRUMBARSE,v.i. Jéenel
1653,DESAGRAVIAR,v.t. Loj
1654,DESAGRAVIO,sus. Loj.
1655,DESAHUCIAR AL ENFERMO,v.t. Xet’ óol.
1656,"DESÁNIMO, DEPRESIÓN",sus. Lúubul óol.
1657,DESAPARECER,"v.i. Balk’ajalak, sa’at, báalal."
1658,DESAPARECER,v.i. Samk’aj.
1659,DESAPARECER DE LA MEMORIA,v.t. Tubul
1660,DESAPARECER DE LA VISTA,v.t. Samchajal
1661,DESARMADO,adj. Sipa’an.
1662,"DESATAR, DESABROCHAR",v.t. Waach’
1663,"DESATAR, AFLOJAR, DESENREDAR",v.t. Chóol.
1664,DESATAR SIN ORDEN,v.t. Wáawaach’.
1665,DESAYUNAR,v.i. Uk’ul.
1666,DESAYUNO,sus. Uk’ul.
1667,"DESBARATAR, DESHACER, DESMORONAR","v.t. Juub, juut."
1668,DESBASTAR,"v.t. Póol, ji’ixtik"
1669,DESBOCA,adj. Pich’il chi’.
1670,DESCALZO,"adj. Ma’ xaanab, x ma’ xaanbil, j ma’ xaanbil."
1671,DESCANSADERO,sus. Je’eleb
1672,DESCANSAR,v.i. Je’elel
1673,DESCARNAR,v.t. Ch’awak.
1674,DESCENDENCIA,sus. Ch’i’ibal
1675,DESCENDER EL AVE,v.i. Jáayal.
1676,DESCOMPONERSE,v.i. K’aastal.
1677,DESCONCERTAR,v.i. Kowol
1678,DESCONFIANZA,sus. Péek óol
1679,DESCONOCER,v.t. Kúulpaachkúuns
1680,DESCONOCER A OTRO,v.t. Maklaj
1681,DESCORTEZAR LOS ÁRBOLES A GOLPES,v.t. Bax
1682,"DESCORTEZAR, DESCASCARAR, DESINFLARSE, DES",
1683,HINCHARSE,v.i. Ts’úumul.
1684,DESPELLEJAR CON LAS UÑAS,v.t. Le’ep’.
1685,"DESPRENDERSE, CAERSE",v.i. Júutul
1686,"DESCORTEZAR, ROER",v.t. Néet’.
1687,DESCOYUNTAR,v.t. Juk’
1688,DESCUARTIZAR,v.t. Xo’xo’ot.
1689,DESCUBIERTO,adj. Jok’a’an
1690,DESCUIDAR,"v.i. Náay, náays óol"
1691,DESCUIDO,"sus. Manak’óol, náay óolal"
1692,DESDE,"prep. Ix tak, lik’ul, lik’bal,takti."
1693,DESDECIRSE,v.i. Jelaj
1694,DESDOBLAR,v.t. Waach’al
1695,DESEAR,"v.t. Táan óoltik, ts’íiboltik, sits’, k’áat DESGRANAR MAZORCAS DE MAÍZ (GOLPEÁNDOLAS"
1696,"CON UNA VARA EN UN COSTAL, HAMACA, KA’ANCHE’)",v.t. P’uch
1697,DESGRANAR ALGO,"v.t. P’éep’eel, p’eel"
1698,DESHABITARSE,v.t. Joch jal
1699,DESHACER,"v.t. Cháajal, puuk’"
1700,DESHEBRAR (CARNE),v.t. Tsíik.
1701,"DESHIERBAR, ARRANCAR LAS HIERBAS O MALEZA",v.t. Páak.
1702,"DESHINCHARSE, DESINFLARSE",v.i. Ts’úumul.
1703,DESHONESTIDAD,sus. Ko’il
1704,DESIERTO,"sus. Ch’ena’an, x tokoy lu’um, x tokoy sam."
1705,DESIGNAR,v.t. Yéey.
1706,DESILUSIÓN,sus. Tuup óolal.
1707,DESILUSIONADO,"adj. J tuupa’an óol, j óoltik, táak óol tuupa’an ich."
1708,"DESEAR, QUERER","v.t. Óot, k’áat."
1709,DESENCAJARSE EL HUESO,v.i. Juk’ul
1710,DESENCOGER,"v.t. Tats’, ji’b"
1711,"DESENGAÑO, DESILUSIÓN",sus. Tuup óol.
1712,DESENROLLAR,v.t. Waach’al.
1713,DESENVAINAR,"v.t. P’el, jíil."
1714,DESEO,"sus. Ts’íibol, ts’íibolal."
1715,DESEOSO,"adj. Pooch, siits’."
1716,DESERTAR,v.i. Púuts’ul.
1717,DESERTOR,sus. J púuts’ wíinik.
1718,DESESCAMAR,"v.t. Pox, poxtik."
1719,DESESPERACIÓN,sus. Xet’ óolal
